EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
3988,Kenzie,Mullins,21/07/2022,21/11/2022,Sr. DBA,Anthony Williams,kenzie.mullins@bilearner.com,SVG,Leave of Absence,Contract,Zone A,Temporary,Voluntary,IT/IS,Shop (Fleet),17/06/1981,MA,Mechanic,Female,73583,White,Widowed,Fully Meets,3
3989,Asa,Pham,11/07/2022,,Sr. DBA,Mr. Jason Brock,asa.pham@bilearner.com,TNS,Active,Full-Time,Zone C,Part-Time,Unk,IT/IS,General - Con,18/06/1952,MA,Foreman,Female,43953,Asian,Widowed,Fully Meets,3
3990,Damarion,Schneider,02/12/2019,26/12/2019,Sr. Accountant,Caitlin Murphy,damarion.schneider@bilearner.com,WBL,Future Start,Contract,Zone C,Temporary,Involuntary,IT/IS,Safety,18/12/1956,MA,Safety,Male,73329,White,Divorced,Fully Meets,3
3991,Talan,Rodgers,10/04/2023,,Sr. Accountant,Ashley Cervantes,talan.rodgers@bilearner.com,BPC,Active,Contract,Zone B,Full-Time,Unk,IT/IS,Project Management - Con,09/03/1974,MA,Coordinator,Male,89576,Black,Single,Fully Meets,3
3992,Evelin,Snow,08/12/2022,07/05/2023,Data Analyst,Roy Villegas,evelin.snow@bilearner.com,SVG,Active,Part-Time,Zone A,Full-Time,Voluntary,IT/IS,General - Eng,28/12/1961,MA,Technician,Male,49077,Black,Married,Fully Meets,3
3993,Sienna,Preston,22/06/2022,,Data Analyst,Gregory Ramirez,sienna.preston@bilearner.com,PYZ,Active,Contract,Zone C,Full-Time,Unk,IT/IS,Field Operations,24/05/1996,MA,Foreman,Female,42676,Asian,Married,Fully Meets,3
3994,Taylor,Dennis,22/09/2022,,Data Analyst,Latoya Lam,taylor.dennis@bilearner.com,PL,Active,Full-Time,Zone A,Full-Time,Unk,IT/IS,Field Operations,08/02/1987,MA,Top Hand,Female,53464,Asian,Single,Fully Meets,3
3995,Cortez,Murillo,15/07/2019,01/06/2021,Database Administrator,Stuart White,cortez.murillo@bilearner.com,NEL,Active,Full-Time,Zone A,Temporary,Resignation,IT/IS,Wireline Construction,08/12/1946,MA,Project Manager,Female,95641,Black,Widowed,Exceeds,3
3996,Leonel,Combs,01/09/2021,,Database Administrator,Summer Carter,leonel.combs@bilearner.com,MSC,Active,Part-Time,Zone C,Full-Time,Unk,IT/IS,Catv,29/11/1999,MA,Laborer,Female,82286,White,Widowed,Fully Meets,3
3997,Carmen,Frost,16/07/2019,,Database Administrator,Jordan George,carmen.frost@bilearner.com,EW,Active,Contract,Zone A,Temporary,Unk,IT/IS,Engineers,02/12/1946,TX,Project Manager,Male,72560,Black,Single,Needs Improvement,3
3998,Ace,Krause,24/12/2021,27/07/2022,Database Administrator,Brittany Rubio,ace.krause@bilearner.com,CCDR,Terminated for Cause,Full-Time,Zone B,Full-Time,Resignation,IT/IS,Yard (Material Handling),22/01/1971,TX,Administrative,Female,82557,Other,Married,Fully Meets,3
3999,Reuben,Davila,17/04/2019,17/08/2021,Database Administrator,John Henderson,reuben.davila@bilearner.com,BPC,Terminated for Cause,Full-Time,Zone B,Full-Time,Involuntary,IT/IS,Engineers,01/02/1943,TX,Engineer,Male,13760,Asian,Single,Exceeds,3
4000,Angelique,Mann,26/10/2019,08/06/2021,Data Architect,Eugene Morgan,angelique.mann@bilearner.com,PYZ,Terminated for Cause,Contract,Zone C,Full-Time,Involuntary,IT/IS,Field Operations,31/03/1960,TX,Technician,Male,18464,Black,Divorced,Fully Meets,3
1001,Susan,Exantus,29/08/2019,,Software Engineer,Angela Carlson,susan.exantus@bilearner.com,BPC,Active,Part-Time,Zone A,Part-Time,Unk,Software Engineering,Engineers,21/09/1957,MA,Engineer,Female,1749,Black,Married,Fully Meets,3
1002,Sandra,Martin,12/12/2022,28/05/2023,Software Engineer,Angela Hayes,sandra.martin@bilearner.com,NEL,Active,Part-Time,Zone A,Temporary,Involuntary,Software Engineering,Catv,08/07/1950,MA,Foreman,Female,2135,Asian,Widowed,Fully Meets,3
1003,Keyla,Del Bosque,08/03/2023,15/03/2023,Software Engineer,Christina Copeland,keyla.del bosque@bilearner.com,WBL,Active,Contract,Zone A,Part-Time,Voluntary,Software Engineering,Field Operations,23/11/1973,MA,Foreman,Female,2176,White,Married,Fully Meets,3
1004,Andrew,Szabo,29/05/2020,05/03/2021,Software Engineer,Jennifer Cohen,andrew.szabo@bilearner.com,PYZ,Active,Part-Time,Zone C,Part-Time,Involuntary,Software Engineering,Project Management - Con,27/01/1957,MA,Coordinator,Male,2140,Black,Single,Fully Meets,3
1005,Luke,Patronick,16/09/2022,,Software Engineer,Mr. Jesus Richards,luke.patronick@bilearner.com,SVG,Active,Full-Time,Zone B,Temporary,Unk,Software Engineering,Field Operations,28/07/1970,MA,Project Manager,Male,1844,Black,Divorced,Fully Meets,3
1006,Colby,Andreola,15/08/2021,20/11/2021,Software Engineer,Beth Johnson,colby.andreola@bilearner.com,MSC,Active,Full-Time,Zone C,Part-Time,Resignation,Software Engineering,Engineers,19/02/1959,MA,Administrative,Female,2110,White,Widowed,Fully Meets,3
1007,Edward,TRUE,25/10/2020,26/09/2021,Software Engineer,Raymond Adams,edward.true@bilearner.com,SVG,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Involuntary,Software Engineering,General - Con,18/03/2000,MA,Lineman,Male,2451,Black,Widowed,Fully Meets,3
1008,Judith,Carabbio,28/08/2019,04/05/2020,Software Engineer,Jessica Rhodes,judith.carabbio@bilearner.com,BPC,Active,Contract,Zone B,Temporary,Voluntary,Software Engineering,General - Con,21/12/1981,MA,Foreman,Female,2132,Hispanic,Married,Fully Meets,3
1009,Adell,Saada,13/06/2019,12/01/2023,Software Engineer,Steven Tran,adell.saada@bilearner.com,NEL,Active,Part-Time,Zone C,Temporary,Retirement,Software Engineering,General - Con,01/03/1987,MA,Model Assistant,Female,2132,Other,Single,Fully Meets,3
1010,Kamari,Hunter,12/01/2021,18/03/2022,Software Engineer,Kristen Collier,kamari.hunter@bilearner.com,EW,Voluntarily Terminated,Part-Time,Zone C,Temporary,Voluntary,Software Engineering,Field Operations,21/10/1992,MA,Supervisor,Male,12889,Hispanic,Divorced,Fully Meets,3
1011,Sarah,Malone,07/02/2022,12/02/2023,Software Engineer,David Lopez,sarah.malone@bilearner.com,MSC,Voluntarily Terminated,Contract,Zone A,Temporary,Resignation,Software Engineering,General - Con,22/02/1948,MA,Foreman,Male,21340,Hispanic,Married,Fully Meets,3
1012,Skyler,Blackwell,09/11/2020,06/06/2021,Software Engineer,Candice Schmidt,skyler.blackwell@bilearner.com,TNS,Voluntarily Terminated,Contract,Zone A,Temporary,Involuntary,Software Engineering,General - Eng,03/10/1978,MA,Administrative,Male,67544,White,Single,Fully Meets,3
1013,Jasmin,Shah,13/05/2020,,Software Engineer,Christy Craig,jasmin.shah@bilearner.com,PYZ,Active,Part-Time,Zone B,Full-Time,Unk,Software Engineering,Engineers,19/11/1974,MA,Engineer,Male,36398,Asian,Single,Fully Meets,3
1014,Kole,Quinn,31/12/2022,13/07/2023,Shared Services Manager,Jermaine Weaver,kole.quinn@bilearner.com,WBL,Active,Part-Time,Zone A,Full-Time,Retirement,Software Engineering,Catv,13/07/1953,MA,Clerk,Male,2562,Other,Single,Fully Meets,3
1015,Ansley,Jackson,03/12/2018,,Shared Services Manager,James Barajas,ansley.jackson@bilearner.com,NEL,Active,Contract,Zone A,Part-Time,Unk,Software Engineering,People Services,04/12/1961,MA,Vp,Female,22621,White,Married,Fully Meets,3
1016,Jayda,Reese,21/02/2020,29/05/2021,Senior BI Developer,Tyler Davis,jayda.reese@bilearner.com,PL,Active,Part-Time,Zone B,Part-Time,Involuntary,Admin Offices,Shop (Fleet),08/03/1956,MA,Mechanic,Female,64065,White,Single,Fully Meets,3
1017,Julien,Whitehead,07/09/2020,15/12/2021,Senior BI Developer,Joshua Gonzalez,julien.whitehead@bilearner.com,BPC,Active,Full-Time,Zone B,Full-Time,Involuntary,Admin Offices,Field Operations,05/07/1947,MA,Laborer,Female,97374,Black,Single,Fully Meets,3
1018,Alan,Haynes,19/06/2020,08/12/2021,Senior BI Developer,Justin Sherman,alan.haynes@bilearner.com,CCDR,Active,Part-Time,Zone A,Part-Time,Involuntary,Admin Offices,General - Con,24/02/1942,MA,Laborer,Female,87646,White,Married,Fully Meets,3
1019,Kamryn,Herrera,14/10/2022,28/07/2023,Software Engineer,Sara Holland,kamryn.herrera@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone A,Temporary,Retirement,Software Engineering,Fielders,28/11/1978,MA,Engineer,Male,77974,Hispanic,Widowed,Fully Meets,3
1020,Kelvin,Foster,20/06/2023,18/07/2023,Software Engineer,Shelia Graham,kelvin.foster@bilearner.com,MSC,Voluntarily Terminated,Contract,Zone C,Full-Time,Resignation,Software Engineering,Field Operations,20/12/1990,MA,Supervisor,Female,42126,Black,Widowed,Fully Meets,3
1021,Joe,Fletcher,09/11/2020,17/07/2023,Software Engineer,Amanda Hayden,joe.fletcher@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone C,Full-Time,Resignation,Software Engineering,General - Eng,25/01/1989,MA,Billing,Male,51613,Hispanic,Single,Fully Meets,3
1022,Frederick,Howe,19/09/2022,,Software Engineer,Nicole Haynes,frederick.howe@bilearner.com,PYZ,Active,Part-Time,Zone A,Temporary,Unk,Software Engineering,Field Operations,11/06/1962,MA,Engineer,Male,12765,Black,Divorced,Fully Meets,3
1023,Nickolas,Davila,09/11/2018,10/10/2021,Shared Services Manager,Debra Morales,nickolas.davila@bilearner.com,WBL,Active,Contract,Zone C,Part-Time,Voluntary,Software Engineering,General - Con,05/04/1992,MA,Clerk,Male,64122,Hispanic,Divorced,Fully Meets,3
1024,Kasey,Boyer,30/12/2018,23/06/2021,Shared Services Manager,Chad Andrews,kasey.boyer@bilearner.com,NEL,Active,Contract,Zone A,Part-Time,Involuntary,Software Engineering,Fielders,30/03/1987,MA,Coordinator,Female,91332,Other,Divorced,Fully Meets,3
1025,Giovanni,Jenkins,11/05/2023,15/05/2023,Senior BI Developer,John Wallace,giovanni.jenkins@bilearner.com,PL,Active,Full-Time,Zone A,Temporary,Retirement,Admin Offices,Field Operations,13/11/1960,MA,Foreman,Female,39827,Other,Divorced,Fully Meets,3
1026,Alexis,Moss,03/11/2022,09/02/2023,Senior BI Developer,Benjamin Frederick,alexis.moss@bilearner.com,BPC,Active,Contract,Zone A,Part-Time,Resignation,Admin Offices,Engineers,07/11/1950,MA,Engineer,Female,27418,Other,Widowed,Fully Meets,3
1027,Joanna,Murphy,14/06/2020,29/05/2021,Senior BI Developer,Michael Ramos,joanna.murphy@bilearner.com,CCDR,Active,Part-Time,Zone A,Full-Time,Voluntary,Admin Offices,General - Con,21/12/1962,MA,Flagger,Male,24931,Other,Single,Fully Meets,3
1028,Joseph,Schmidt,15/10/2019,01/01/2023,Software Engineer,Donna Boone,joseph.schmidt@bilearner.com,PYZ,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Resignation,Software Engineering,General - Con,22/10/2000,MA,Model Assistant,Male,2121,Asian,Single,Fully Meets,3
1029,Brittany,Hurley,28/04/2020,,Software Engineer,Jeffrey Johnston,brittany.hurley@bilearner.com,SVG,Active,Part-Time,Zone B,Part-Time,Unk,Software Engineering,Field Operations,01/06/1979,MA,Specialist,Female,97697,Asian,Divorced,Fully Meets,3
1030,Niko,Hamilton,29/10/2019,,Software Engineer,Sarah King,niko.hamilton@bilearner.com,TNS,Active,Contract,Zone C,Temporary,Unk,Software Engineering,Field Operations,06/07/1955,MA,Foreman,Male,75783,Black,Single,Fully Meets,3
1031,Ruben,Martinez,28/04/2021,,Software Engineer,Cynthia Delgado,ruben.martinez@bilearner.com,WBL,Active,Part-Time,Zone B,Temporary,Unk,Software Engineering,General - Con,29/10/1972,MA,Lineman,Male,26111,White,Widowed,Fully Meets,3
1032,Kiley,Haynes,19/04/2022,26/08/2022,Software Engineer,Dominique Bailey,kiley.haynes@bilearner.com,PYZ,Active,Full-Time,Zone C,Part-Time,Voluntary,Software Engineering,Aerial,01/07/1954,MA,Laborer,Male,50656,Asian,Widowed,Fully Meets,3
1033,Blaine,Brooks,28/03/2023,,Shared Services Manager,Teresa Meyer,blaine.brooks@bilearner.com,WBL,Active,Contract,Zone B,Full-Time,Unk,Software Engineering,Field Operations,28/03/1997,MA,Operator,Male,71808,Other,Single,Fully Meets,3
1034,Dennis,Livingston,06/05/2019,,Shared Services Manager,Sarah Carey,dennis.livingston@bilearner.com,NEL,Active,Full-Time,Zone C,Part-Time,Unk,Software Engineering,Project Management - Con,08/12/1977,MA,Manager,Female,1043,Black,Single,Fully Meets,3
1035,Case,Russell,13/10/2020,,Senior BI Developer,Taylor Wright,case.russell@bilearner.com,PL,Active,Full-Time,Zone A,Temporary,Unk,Admin Offices,Underground,16/02/1979,MA,Laborer,Female,41260,Asian,Divorced,Fully Meets,3
1036,Kody,Jimenez,06/07/2021,25/11/2021,Senior BI Developer,Daniel Moore,kody.jimenez@bilearner.com,BPC,Active,Part-Time,Zone A,Part-Time,Resignation,Admin Offices,Field Operations,08/08/1993,MA,Foreman,Male,15346,Asian,Single,Fully Meets,3
1037,Zoe,Colon,24/09/2020,02/11/2020,Software Engineer,Stacey Vargas,zoe.colon@bilearner.com,CCDR,Voluntarily Terminated,Part-Time,Zone C,Full-Time,Voluntary,Software Engineering,Fielders,27/07/1993,MA,Engineer,Male,4876,Other,Widowed,Fully Meets,3
1038,Courtney,Cowan,18/01/2023,,Software Engineer,Beth Anderson,courtney.cowan@bilearner.com,SVG,Active,Contract,Zone B,Part-Time,Unk,Software Engineering,Field Operations,04/05/1971,MA,Crew Leader,Male,14886,Hispanic,Married,Fully Meets,3
1039,Nolan,Perez,22/08/2019,25/03/2022,Software Engineer,Joshua Daniels,nolan.perez@bilearner.com,EW,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Involuntary,Software Engineering,Finance & Accounting,17/11/1982,MA,Administrative,Female,46407,Other,Widowed,Fully Meets,3
1040,Katrina,Farrell,25/07/2019,17/12/2022,Software Engineer,Mark Mays,katrina.farrell@bilearner.com,MSC,Voluntarily Terminated,Contract,Zone A,Part-Time,Retirement,Software Engineering,Field Operations,25/04/1972,MA,Technician,Male,74234,White,Divorced,Fully Meets,3
1041,Camden,Kelly,11/11/2019,10/01/2020,Software Engineer,Brandon Ortiz,camden.kelly@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Retirement,Software Engineering,Engineers,04/11/1976,MA,Administrative,Male,45272,White,Single,Fully Meets,3
1042,Milo,Hood,16/07/2022,,Software Engineer,Cheryl Swanson,milo.hood@bilearner.com,PYZ,Active,Contract,Zone B,Temporary,Unk,Software Engineering,Field Operations,18/08/1942,MA,Driller,Male,96170,Black,Widowed,Fully Meets,3
1043,Kale,Lang,19/12/2022,10/05/2023,Shared Services Manager,Matthew Patel,kale.lang@bilearner.com,WBL,Active,Full-Time,Zone C,Part-Time,Resignation,Software Engineering,Splicing,16/12/1955,MA,Billing,Female,65963,White,Married,Fully Meets,3
1044,Shyanne,Stark,15/09/2020,,Shared Services Manager,Jennifer Adams,shyanne.stark@bilearner.com,NEL,Active,Contract,Zone A,Temporary,Unk,Software Engineering,Field Operations,16/09/1956,MA,Foreman,Female,75123,Hispanic,Divorced,Fully Meets,3
1045,Elliott,Ashley,04/10/2020,27/02/2023,Senior BI Developer,Kelly Williams,elliott.ashley@bilearner.com,PL,Active,Full-Time,Zone C,Temporary,Involuntary,Admin Offices,Catv,10/06/1963,MA,Foreman,Female,11164,Black,Single,Fully Meets,3
1046,Genesis,Todd,23/04/2022,03/08/2022,Software Engineer,Jose Daniel,genesis.todd@bilearner.com,CCDR,Voluntarily Terminated,Full-Time,Zone A,Temporary,Involuntary,Software Engineering,Underground,17/11/1962,MA,Laborer,Male,65978,White,Single,Fully Meets,3
1047,Sincere,Jimenez,27/11/2021,,Software Engineer,Vanessa Ramirez,sincere.jimenez@bilearner.com,SVG,Active,Contract,Zone A,Part-Time,Unk,Software Engineering,Field Operations,24/11/1947,MA,Technician,Female,73877,Hispanic,Single,Fully Meets,3
1048,Stephen,Daugherty,29/11/2019,,Software Engineer,Joshua Pittman,stephen.daugherty@bilearner.com,EW,Active,Part-Time,Zone A,Temporary,Unk,Software Engineering,General - Con,19/07/1956,MA,Helper,Male,48971,Asian,Widowed,Fully Meets,3
1049,Demarion,Morrow,30/05/2019,19/12/2020,Software Engineer,Patricia Brewer,demarion.morrow@bilearner.com,MSC,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Involuntary,Software Engineering,Field Operations,26/09/1954,MA,Technician,Male,16259,White,Married,Fully Meets,3
1050,Steven,Schneider,23/11/2020,,Software Engineer,Jerry Suarez,steven.schneider@bilearner.com,TNS,Active,Contract,Zone B,Temporary,Unk,Software Engineering,Finance & Accounting,04/07/1993,MA,Accounting,Male,64114,Black,Widowed,Fully Meets,3
1051,Devon,Hinton,08/04/2022,11/01/2023,Software Engineer,Allison York,devon.hinton@bilearner.com,PYZ,Active,Full-Time,Zone C,Part-Time,Involuntary,Software Engineering,Field Operations,29/04/1981,MA,Operator,Male,14669,White,Divorced,Fully Meets,3
1052,Jacquelyn,Johns,25/02/2021,04/06/2021,Shared Services Manager,Christopher Romero,jacquelyn.johns@bilearner.com,WBL,Active,Contract,Zone B,Part-Time,Voluntary,Software Engineering,General - Con,21/06/1980,MA,Foreman,Female,52448,Hispanic,Single,Fully Meets,3
1053,Blaine,Keith,13/03/2019,07/04/2021,Shared Services Manager,Timothy Hansen,blaine.keith@bilearner.com,NEL,Active,Contract,Zone C,Full-Time,Resignation,Software Engineering,Project Management - Con,25/07/1947,MA,Project Manager,Female,43336,Hispanic,Divorced,Fully Meets,3
1054,Phillip,Salazar,12/02/2023,,Software Engineer,Christopher Romero,phillip.salazar@bilearner.com,PL,Active,Part-Time,Zone A,Full-Time,Unk,Software Engineering,Engineers,10/05/1993,MA,Project Manager,Male,56271,White,Single,Fully Meets,3
1055,Chaz,Webb,08/09/2018,,Software Engineer,Alec Hernandez,chaz.webb@bilearner.com,PYZ,Active,Contract,Zone C,Full-Time,Unk,Software Engineering,Field Operations,24/11/1995,MA,Laborer,Female,56708,White,Widowed,Fully Meets,3
1056,Desmond,Anderson,18/11/2021,,Software Engineer,Kari Bishop,desmond.anderson@bilearner.com,SVG,Active,Contract,Zone C,Temporary,Unk,Software Engineering,Wireline Construction,01/09/1943,MA,Driver,Male,12869,Hispanic,Widowed,Fully Meets,3
1057,Sophie,Decker,01/07/2023,,Software Engineer,Justin Grant,sophie.decker@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,Unk,Software Engineering,Wireline Construction,27/10/1998,MA,Foreman,Male,18240,Asian,Widowed,Fully Meets,3
1058,Lena,Bryan,18/04/2022,,Software Engineer,Sarah Sims,lena.bryan@bilearner.com,WBL,Active,Contract,Zone C,Temporary,Unk,Software Engineering,Billable Consultants,13/03/1942,MA,Technician,Male,77311,Hispanic,Married,Fully Meets,3
1059,Kelsie,Mccormick,29/04/2023,,Software Engineer,Emily Brennan,kelsie.mccormick@bilearner.com,BPC,Active,Part-Time,Zone C,Full-Time,Unk,Software Engineering,Engineers,23/05/1974,MA,Engineer,Female,63959,Asian,Widowed,Fully Meets,3
1060,Frida,Livingston,10/10/2018,25/12/2018,Shared Services Manager,Sandra Black,frida.livingston@bilearner.com,CCDR,Active,Part-Time,Zone B,Full-Time,Voluntary,Software Engineering,General - Con,05/02/1976,MA,Project Manager,Female,20331,Black,Single,Fully Meets,3
1061,Isai,Alvarado,20/11/2022,,Shared Services Manager,Laura Norman,isai.alvarado@bilearner.com,EW,Active,Part-Time,Zone C,Part-Time,Unk,Software Engineering,General - Sga,21/05/1993,MA,Specialist,Female,45515,Other,Single,Fully Meets,3
1062,Travis,Vasquez,18/05/2019,14/01/2020,Software Engineer,Amanda Hale,travis.vasquez@bilearner.com,BPC,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Involuntary,Software Engineering,Engineers,03/11/1969,MA,Program Manager,Male,59717,Hispanic,Married,Fully Meets,3
1063,Jazlene,Maynard,22/06/2021,,Software Engineer,James Baker,jazlene.maynard@bilearner.com,CCDR,Active,Full-Time,Zone B,Temporary,Unk,Software Engineering,Aerial,19/04/1945,MA,Foreman,Female,15748,Black,Single,Fully Meets,3
1064,Wyatt,Donovan,30/03/2022,13/04/2022,Software Engineer,Terry Durham,wyatt.donovan@bilearner.com,SVG,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Retirement,Software Engineering,Field Operations,24/02/1987,MA,Technician,Male,67106,White,Divorced,Fully Meets,3
1065,Nathaly,Cooper,28/08/2018,,Software Engineer,Erik Simon,nathaly.cooper@bilearner.com,EW,Active,Contract,Zone C,Temporary,Unk,Software Engineering,Engineers,26/06/1995,MA,Engineer,Male,33438,Other,Widowed,Fully Meets,3
1066,Gage,Weeks,27/12/2021,05/01/2023,Software Engineer,Summer Moreno,gage.weeks@bilearner.com,MSC,Active,Full-Time,Zone C,Temporary,Voluntary,Software Engineering,Catv,23/04/1981,MA,Operator,Male,61106,Hispanic,Single,Fully Meets,3
1067,Gavin,Frye,14/11/2020,,Software Engineer,Carla Cox,gavin.frye@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,Unk,Software Engineering,Field Operations,07/12/1948,MA,Technician,Female,25160,White,Married,Fully Meets,3
1068,Amber,Ross,01/10/2021,,Software Engineer,Mary Mendoza,amber.ross@bilearner.com,PYZ,Active,Full-Time,Zone B,Part-Time,Unk,Software Engineering,Wireline Construction,24/12/1998,MA,Project Manager,Female,52694,Black,Widowed,Fully Meets,3
1069,Wyatt,Edwards,13/10/2018,28/05/2023,Shared Services Manager,Cassandra Smith,wyatt.edwards@bilearner.com,WBL,Active,Full-Time,Zone B,Part-Time,Resignation,Software Engineering,General - Con,13/09/1975,MA,Foreman,Female,30264,Other,Widowed,Fully Meets,3
1070,Karla,Reed,15/12/2018,28/05/2022,Shared Services Manager,Warren Baker,karla.reed@bilearner.com,NEL,Active,Full-Time,Zone C,Temporary,Resignation,Software Engineering,General - Sga,04/11/1998,MA,Project Manager,Male,22326,Black,Married,Fully Meets,3
1071,Yadira,Mcmillan,28/03/2019,17/10/2020,Software Engineer,Amy Bell,yadira.mcmillan@bilearner.com,PL,Voluntarily Terminated,Contract,Zone A,Part-Time,Involuntary,Software Engineering,Field Operations,23/06/1968,MA,Laborer,Male,30139,Black,Married,Fully Meets,3
1072,Fernando,Mcconnell,27/12/2018,,Software Engineer,Teresa Lopez,fernando.mcconnell@bilearner.com,BPC,Active,Part-Time,Zone C,Part-Time,Unk,Software Engineering,Field Operations,20/01/1977,MA,Operator,Female,93329,Asian,Widowed,Fully Meets,3
1073,Sean,Bean,11/05/2019,,Software Engineer,Kimberly Holland,sean.bean@bilearner.com,CCDR,Active,Full-Time,Zone A,Full-Time,Unk,Software Engineering,Field Operations,24/09/1998,MA,Foreman,Male,67825,White,Single,Fully Meets,3
1074,Lilianna,Mccall,19/02/2021,24/02/2023,Software Engineer,Robert Garcia,lilianna.mccall@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Zone A,Temporary,Voluntary,Software Engineering,General - Con,08/07/1983,MA,Laborer,Male,86545,Asian,Divorced,Fully Meets,3
1075,Salvador,Thomas,05/11/2022,16/04/2023,Software Engineer,Nicholas Martinez,salvador.thomas@bilearner.com,EW,Active,Part-Time,Zone B,Full-Time,Involuntary,Software Engineering,Engineers,23/04/1968,MA,Engineer,Male,76670,Asian,Married,Fully Meets,3
1076,Jair,Silva,22/03/2020,28/09/2020,Software Engineer,Carlos Barnes,jair.silva@bilearner.com,MSC,Active,Contract,Zone C,Part-Time,Retirement,Software Engineering,General - Eng,28/01/1943,MA,Administrative,Female,29368,White,Widowed,Fully Meets,3
1077,Derek,Moreno,02/02/2019,,Software Engineer,Allison Jacobs,derek.moreno@bilearner.com,TNS,Active,Contract,Zone B,Temporary,Unk,Software Engineering,Wireless,10/05/1992,MA,Foreman,Female,97585,Black,Single,Fully Meets,3
1078,Litzy,Conner,24/02/2020,16/06/2021,Software Engineer,Angela Ramsey,litzy.conner@bilearner.com,PYZ,Active,Contract,Zone C,Temporary,Voluntary,Software Engineering,Aerial,19/03/1997,MA,Foreman,Female,42710,Asian,Divorced,Fully Meets,3
1079,Joanna,Burnett,07/04/2021,01/05/2022,Shared Services Manager,Malik Smith,joanna.burnett@bilearner.com,WBL,Active,Part-Time,Zone B,Full-Time,Resignation,Software Engineering,Project Management - Eng,11/04/2000,MA,Manager,Female,21279,Hispanic,Divorced,Fully Meets,3
1080,Abdullah,Frederick,14/11/2020,,Shared Services Manager,Jessica Lewis,abdullah.frederick@bilearner.com,NEL,Active,Part-Time,Zone C,Full-Time,Unk,Software Engineering,Fielders,04/08/1988,MA,Engineer,Male,17976,Black,Widowed,Fully Meets,3
1081,Armani,Porter,17/01/2022,10/08/2022,Software Engineer,Kayla Ibarra,armani.porter@bilearner.com,EW,Voluntarily Terminated,Contract,Zone B,Part-Time,Involuntary,Software Engineering,General - Con,24/08/1965,MA,Laborer,Male,53628,Asian,Divorced,Fully Meets,3
1082,Taylor,Sanders,02/09/2021,27/06/2023,Software Engineer,Ryan Mathews,taylor.sanders@bilearner.com,MSC,Active,Part-Time,Zone B,Part-Time,Retirement,Software Engineering,General - Con,03/03/1976,MA,Technician,Male,84761,Other,Married,Fully Meets,3
1083,Iliana,Randall,30/07/2023,,Software Engineer,Melissa Scott,iliana.randall@bilearner.com,NEL,Active,Part-Time,Zone A,Full-Time,Unk,Software Engineering,Aerial,09/01/1963,MA,Supervisor,Female,2187,Asian,Divorced,Fully Meets,3
1084,Luke,Henderson,27/06/2023,,Software Engineer,Robert Schmitt,luke.henderson@bilearner.com,PL,Active,Contract,Zone C,Part-Time,Unk,Software Engineering,Executive,12/08/1989,MA,Administrator,Male,76615,White,Single,Fully Meets,3
1085,Madelyn,Lambert,27/03/2022,,Software Engineer,Patricia Wallace,madelyn.lambert@bilearner.com,PYZ,Active,Contract,Zone B,Full-Time,Unk,Software Engineering,General - Con,10/03/1952,MA,Lineman,Male,18707,Other,Divorced,Fully Meets,3
1086,Ava,Pace,12/08/2022,20/10/2022,Software Engineer,Justin Young,ava.pace@bilearner.com,SVG,Active,Contract,Zone A,Temporary,Voluntary,Software Engineering,Field Operations,30/07/1973,MA,Supervisor,Female,23203,Black,Single,Fully Meets,3
1087,Delaney,Bruce,08/07/2022,04/08/2023,Software Engineer,Robert Salinas,delaney.bruce@bilearner.com,TNS,Active,Part-Time,Zone A,Part-Time,Voluntary,Software Engineering,Field Operations,05/08/1974,MA,Tower Hand,Female,18844,Other,Married,Fully Meets,3
1088,Jair,Bullock,15/08/2020,23/01/2021,Software Engineer,Mary Anderson,jair.bullock@bilearner.com,WBL,Active,Contract,Zone B,Part-Time,Resignation,Software Engineering,General - Con,08/04/1991,MA,Foreman,Female,64815,White,Widowed,Fully Meets,3
1089,Kayla,Farrell,27/05/2023,14/06/2023,Software Engineer,Jennifer Stevens,kayla.farrell@bilearner.com,BPC,Active,Full-Time,Zone A,Temporary,Involuntary,Software Engineering,Wireline Construction,29/04/1953,MA,Groundman,Female,69860,Black,Married,Fully Meets,3
